timestamp,nom_machine,cpu_utilisation,mem_total_octets,mem_disponible_octets,mem_pourcentage,disk_root_pourcentage
2025-11-19 16:20:09,ordi_pro_Tom,8.7,16908906496,3165908992,81.3,33.7
2025-11-19 16:39:23,ordi_pro_Tom,4.7,16908906496,3875143680,77.1,33.7
2025-11-19 16:46:24,ordi_pro_Tom,24.3,16908906496,5703454720,66.3,33.6
2025-11-20 11:09:37,ordi_pro_Tom,21.5,16908906496,5001228288,70.4,34.1
2025-11-20 11:15:35,ordi_pro_Tom,7.3,16908906496,5476241408,67.6,34.1
2025-11-20 11:16:25,ordi_pro_Tom,16.3,16908906496,5371580416,68.2,34.1
